,verse,tsne_embedding
164,"9:7 And you, be ye fruitful, and multiply; bring forth abundantly in the earth,
and multiply therein.","[-15.9635591506958, 38.334327697753906]"
165,"9:8 And God spake unto Noah, and to his sons with him, saying, 9:9 And I,
behold, I establish my covenant with you, and with your seed after you; 9:10
And with every living creature that is with you, of the fowl, of the cattle,
and of every beast of the earth with you; from all that go out of the ark, to
every beast of the earth.","[-13.330791473388672, 43.40524673461914]"
166,"9:11 And I will establish my covenant with you, neither shall all flesh be cut
off any more by the waters of a flood; neither shall there any more be a flood
to destroy the earth.","[-17.72450828552246, 43.29862976074219]"
167,"9:12 And God said, This is the token of the covenant which I make between me
and you and every living creature that is with you, for perpetual generations:
9:13 I do set my bow in the cloud, and it shall be for a token of a covenant
between me and the earth.","[-26.494516372680664, 42.6049690246582]"
168,"9:14 And it shall come to pass, when I bring a cloud over the earth, that the
bow shall be seen in the cloud: 9:15 And I will remember my covenant, which is
between me and you and every living creature of all flesh; and the waters shall
no more become a flood to destroy all flesh.","[-26.37186622619629, 43.26008987426758]"
169,"9:16 And the bow shall be in the cloud; and I will look upon it, that I may
remember the everlasting covenant between God and every living creature of all
flesh that is upon the earth.","[-26.522430419921875, 42.888004302978516]"
170,"9:17 And God said unto Noah, This is the token of the covenant, which I have
established between me and all flesh that is upon the earth.","[-13.324968338012695, 42.961185455322266]"
171,"9:18 And the sons of Noah, that went forth of the ark, were Shem, and Ham, and
Japheth: and Ham is the father of Canaan.","[-4.938851356506348, 44.03640365600586]"
172,"9:19 These are the three sons of Noah: and of them was the whole earth
overspread.","[-6.657036781311035, 43.94003677368164]"
173,"9:20 And Noah began to be an husbandman, and he planted a vineyard: 9:21 And he
drank of the wine, and was drunken; and he was uncovered within his tent.","[-9.403595924377441, 40.86648178100586]"
174,"9:22 And Ham, the father of Canaan, saw the nakedness of his father, and told
his two brethren without.","[-45.767356872558594, 23.013092041015625]"
175,"9:23 And Shem and Japheth took a garment, and laid it upon both their
shoulders, and went backward, and covered the nakedness of their father; and
their faces were backward, and they saw not their father’s nakedness.","[-45.832618713378906, 23.157878875732422]"
176,"9:24 And Noah awoke from his wine, and knew what his younger son had done unto
him.","[-9.189123153686523, 40.795494079589844]"
177,"9:25 And he said, Cursed be Canaan; a servant of servants shall he be unto his
brethren.","[-30.981813430786133, -9.57632827758789]"
178,"9:26 And he said, Blessed be the LORD God of Shem; and Canaan shall be his
servant.","[-31.362939834594727, -9.600968360900879]"
179,"9:27 God shall enlarge Japheth, and he shall dwell in the tents of Shem; and
Canaan shall be his servant.","[-32.01360321044922, -9.668854713439941]"
180,9:28 And Noah lived after the flood three hundred and fifty years.,"[-5.775407791137695, 39.71010208129883]"
181,9:29 And all the days of Noah were nine hundred and fifty years: and he died.,"[-5.664842128753662, 39.583744049072266]"
182,"10:1 Now these are the generations of the sons of Noah, Shem, Ham, and Japheth:
and unto them were sons born after the flood.","[3.6363778114318848, 44.59494400024414]"
183,"10:2 The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal,
and Meshech, and Tiras.","[9.079659461975098, 45.28361129760742]"
184,"10:3 And the sons of Gomer; Ashkenaz, and Riphath, and Togarmah.","[10.351518630981445, 44.47640609741211]"
185,"10:4 And the sons of Javan; Elishah, and Tarshish, Kittim, and Dodanim.","[10.021843910217285, 45.21027755737305]"
186,"10:5 By these were the isles of the Gentiles divided in their lands; every one
after his tongue, after their families, in their nations.","[4.780516624450684, 45.9671516418457]"
187,"10:6 And the sons of Ham; Cush, and Mizraim, and Phut, and Canaan.","[7.778707981109619, 44.07870864868164]"
188,"10:7 And the sons of Cush; Seba, and Havilah, and Sabtah, and Raamah, and
Sabtechah: and the sons of Raamah; Sheba, and Dedan.","[8.29655933380127, 44.836753845214844]"
189,10:8 And Cush begat Nimrod: he began to be a mighty one in the earth.,"[10.939156532287598, 39.52983093261719]"
190,"10:9 He was a mighty hunter before the LORD: wherefore it is said, Even as
Nimrod the mighty hunter before the LORD.","[10.963610649108887, 39.464927673339844]"
191,"10:10 And the beginning of his kingdom was Babel, and Erech, and Accad, and
Calneh, in the land of Shinar.","[-36.55024337768555, 21.06174659729004]"
192,"10:11 Out of that land went forth Asshur, and builded Nineveh, and the city
Rehoboth, and Calah, 10:12 And Resen between Nineveh and Calah: the same is a
great city.","[-36.730167388916016, 20.146142959594727]"
193,"10:13 And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim, 10:14
And Pathrusim, and Casluhim, (out of whom came Philistim,) and Caphtorim.","[9.887977600097656, 42.990230560302734]"
194,"10:15 And Canaan begat Sidon his first born, and Heth, 10:16 And the Jebusite,
and the Amorite, and the Girgasite, 10:17 And the Hivite, and the Arkite, and
the Sinite, 10:18 And the Arvadite, and the Zemarite, and the Hamathite: and
afterward were the families of the Canaanites spread abroad.","[-35.42011642456055, 6.419461727142334]"
195,"10:19 And the border of the Canaanites was from Sidon, as thou comest to Gerar,
unto Gaza; as thou goest, unto Sodom, and Gomorrah, and Admah, and Zeboim, even
unto Lasha.","[-35.43143081665039, 6.520585536956787]"
196,"10:20 These are the sons of Ham, after their families, after their tongues, in
their countries, and in their nations.","[5.792721748352051, 44.92007827758789]"
197,"10:21 Unto Shem also, the father of all the children of Eber, the brother of
Japheth the elder, even to him were children born.","[7.667874336242676, 47.60585403442383]"
198,"10:22 The children of Shem; Elam, and Asshur, and Arphaxad, and Lud, and Aram.","[8.724684715270996, 44.027984619140625]"
199,"10:23 And the children of Aram; Uz, and Hul, and Gether, and Mash.","[8.531149864196777, 43.55649948120117]"
200,10:24 And Arphaxad begat Salah; and Salah begat Eber.,"[11.449503898620605, 44.018768310546875]"
201,"10:25 And unto Eber were born two sons: the name of one was Peleg; for in his
days was the earth divided; and his brother’s name was Joktan.","[8.028575897216797, 47.76190185546875]"
202,"10:26 And Joktan begat Almodad, and Sheleph, and Hazarmaveth, and Jerah, 10:27
And Hadoram, and Uzal, and Diklah, 10:28 And Obal, and Abimael, and Sheba,
10:29 And Ophir, and Havilah, and Jobab: all these were the sons of Joktan.","[9.384926795959473, 46.96138381958008]"
203,"10:30 And their dwelling was from Mesha, as thou goest unto Sephar a mount of
the east.","[-37.578487396240234, 20.309967041015625]"
204,"10:31 These are the sons of Shem, after their families, after their tongues, in
their lands, after their nations.","[5.685805320739746, 45.1286735534668]"
205,"10:32 These are the families of the sons of Noah, after their generations, in
their nations: and by these were the nations divided in the earth after the
flood.","[3.8822031021118164, 44.95178985595703]"
206,"11:1 And the whole earth was of one language, and of one speech.","[-39.97421646118164, 28.506492614746094]"
207,"11:2 And it came to pass, as they journeyed from the east, that they found a
plain in the land of Shinar; and they dwelt there.","[-37.926177978515625, 20.840768814086914]"
208,"11:3 And they said one to another, Go to, let us make brick, and burn them
thoroughly. And they had brick for stone, and slime had they for morter.","[-40.07542419433594, 24.25942039489746]"
209,"11:4 And they said, Go to, let us build us a city and a tower, whose top may
reach unto heaven; and let us make us a name, lest we be scattered abroad upon
the face of the whole earth.","[-38.671607971191406, 23.264545440673828]"
210,"11:5 And the LORD came down to see the city and the tower, which the children
of men builded.","[-38.57060623168945, 23.644315719604492]"
211,"11:6 And the LORD said, Behold, the people is one, and they have all one
language; and this they begin to do: and now nothing will be restrained from
them, which they have imagined to do.","[-40.246856689453125, 28.50513458251953]"
212,"11:7 Go to, let us go down, and there confound their language, that they may
not understand one another’s speech.","[-40.859004974365234, 27.590131759643555]"
213,"11:8 So the LORD scattered them abroad from thence upon the face of all the
earth: and they left off to build the city.","[-38.6099853515625, 22.810354232788086]"
214,"11:9 Therefore is the name of it called Babel; because the LORD did there
confound the language of all the earth: and from thence did the LORD scatter
them abroad upon the face of all the earth.","[-40.25521469116211, 27.794479370117188]"
215,"11:10 These are the generations of Shem: Shem was an hundred years old, and
begat Arphaxad two years after the flood: 11:11 And Shem lived after he begat
Arphaxad five hundred years, and begat sons and daughters.","[2.643786668777466, 40.56825637817383]"
216,"11:12 And Arphaxad lived five and thirty years, and begat Salah: 11:13 And
Arphaxad lived after he begat Salah four hundred and three years, and begat
sons and daughters.","[2.2626712322235107, 38.805328369140625]"
